PolParty,PolViews,Race,Gender,HighestDegree,Age,Children,MaritalStatus,LaborForceStatus
Democrat,Moderate,White,Female,JrCol,47,2,Married,FullTime
Democrat,Conservative,White,Female,SomeHS,72,4,Separated,Retired
Democrat,Liberal,White,Female,HighSchool,41,0,NeverMarried,UnemplLaidoff
Independent,Moderate,White,Female,Graduate,48,1,Married,StayAtHome
Independent,Moderate,White,Male,Graduate,69,0,NeverMarried,PartTime
Republican,Moderate,Black,Male,HighSchool,27,1,NeverMarried,FullTime
Independent,Conservative,Other,Male,SomeHS,36,1,Married,FullTime
Democrat,Moderate,Other,Male,HighSchool,34,2,NeverMarried,FullTime
Republican,Conservative,Other,Female,HighSchool,64,3,Widowed,PartTime
Independent,Moderate,Other,Male,HighSchool,64,4,Separated,PartTime
Republican,Conservative,White,Female,JrCol,27,1,Married,FullTime
Independent,Conservative,White,Female,HighSchool,46,3,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,43,4,Married,StayAtHome
Democrat,Conservative,Other,Male,HighSchool,62,4,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,63,2,Married,Retired
Democrat,Conservative,White,Female,HighSchool,47,2,Divorced,StayAtHome
Independent,Liberal,White,Female,HighSchool,44,0,Divorced,FullTime
Democrat,Moderate,White,Male,HighSchool,87,4,Widowed,FullTime
Democrat,Liberal,White,Female,Bachelor,39,0,Divorced,FullTime
Democrat,Moderate,Black,Male,HighSchool,44,4,Married,FullTime
Democrat,Moderate,Black,Female,SomeHS,64,3,Divorced,PartTime
Democrat,Moderate,White,Female,Graduate,45,0,Married,PartTime
Democrat,Moderate,Black,Female,Bachelor,51,3,Married,FullTime
Democrat,Liberal,White,Female,Graduate,45,2,Married,StayAtHome
Independent,Moderate,White,Female,SomeHS,73,3,Divorced,Retired
Independent,Conservative,Other,Female,SomeHS,35,4,Married,PartTime
Democrat,Moderate,Black,Female,HighSchool,36,3,Married,Unempl
Independent,Moderate,White,Male,SomeHS,80,2,Divorced,Retired
Independent,Moderate,Black,Male,HighSchool,42,3,Married,FullTime
Independent,Conservative,White,Male,Bachelor,71,4,Widowed,FullTime
Independent,Liberal,Black,Female,HighSchool,40,3,NeverMarried,UnemplLaidoff
Independent,Moderate,White,Female,HighSchool,42,4,Married,StayAtHome
Republican,Conservative,Other,Male,SomeHS,35,3,Separated,PartTime
Democrat,Liberal,White,Female,Bachelor,87,2,Widowed,Retired
Independent,Conservative,White,Male,Graduate,34,1,Married,InSchool
Republican,Conservative,White,Male,HighSchool,70,1,Divorced,Retired
Independent,Moderate,White,Male,HighSchool,47,2,Married,StayAtHome
Independent,Moderate,White,Female,Graduate,47,3,Divorced,FullTime
Independent,Conservative,Other,Female,HighSchool,59,3,Widowed,StayAtHome
Democrat,Moderate,White,Male,HighSchool,74,4,Married,Retired
Independent,Moderate,White,Male,Bachelor,29,0,NeverMarried,InSchool
Republican,Conservative,White,Female,Bachelor,59,4,Married,StayAtHome
Democrat,Moderate,White,Female,HighSchool,64,2,Married,PartTime
Independent,Conservative,White,Male,HighSchool,54,0,Divorced,Unempl
Republican,Moderate,White,Male,JrCol,38,2,Married,FullTime
Republican,Moderate,White,Male,HighSchool,45,2,Divorced,FullTime
Republican,Conservative,White,Male,Bachelor,67,2,Married,Retired
Independent,Moderate,White,Male,HighSchool,30,0,NeverMarried,FullTime
Republican,Liberal,White,Female,HighSchool,53,2,Married,FullTime
Republican,Liberal,White,Female,HighSchool,60,4,Divorced,FullTime
Independent,Liberal,White,Male,Bachelor,68,0,NeverMarried,FullTime
Independent,Moderate,Other,Female,HighSchool,36,2,Married,FullTime
Independent,Conservative,White,Male,Bachelor,26,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Graduate,43,0,NeverMarried,FullTime
Independent,Moderate,White,Female,JrCol,30,0,NeverMarried,StayAtHome
Republican,Conservative,White,Female,Bachelor,51,3,Divorced,FullTime
Independent,Conservative,White,Male,Bachelor,23,0,NeverMarried,FullTime
Independent,Conservative,White,Male,Bachelor,38,0,NeverMarried,FullTime
Republican,Conservative,White,Female,JrCol,31,3,Married,StayAtHome
Independent,Conservative,White,Female,Graduate,35,1,Married,FullTime
Independent,Moderate,White,Male,SomeHS,85,1,Married,Retired
Republican,Moderate,White,Female,HighSchool,88,8,Married,Retired
Independent,Moderate,White,Female,HighSchool,47,2,Divorced,PartTime
Republican,Conservative,White,Male,SomeHS,47,3,Separated,FullTime
Independent,Moderate,White,Male,HighSchool,45,2,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,59,2,Married,FullTime
Republican,Moderate,White,Male,SomeHS,72,4,Widowed,Retired
Republican,Moderate,White,Male,HighSchool,37,3,Divorced,FullTime
Democrat,Moderate,White,Male,HighSchool,62,2,Divorced,Retired
Republican,Liberal,White,Female,HighSchool,89,2,Widowed,Retired
Independent,Moderate,Black,Female,HighSchool,32,3,NeverMarried,FullTime
Republican,Liberal,White,Female,Graduate,50,1,Married,FullTime
Republican,Liberal,White,Female,SomeHS,23,0,NeverMarried,FullTime
Democrat,Liberal,Black,Male,HighSchool,42,1,NeverMarried,FullTime
Republican,Conservative,White,Male,HighSchool,24,1,Married,FullTime
Republican,Conservative,White,Male,HighSchool,46,2,Married,FullTime
Independent,Conservative,White,Male,HighSchool,55,4,Married,FullTime
Democrat,Liberal,White,Male,Graduate,62,1,Married,Retired
Independent,Liberal,White,Female,Bachelor,29,3,Divorced,PartTime
Republican,Liberal,White,Female,HighSchool,46,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,89,4,Widowed,Retired
Democrat,Liberal,White,Female,HighSchool,33,0,Separated,FullTime
Democrat,Moderate,Black,Male,HighSchool,39,2,Married,FullTime
Democrat,Conservative,Black,Female,HighSchool,49,3,Divorced,FullTime
Democrat,Moderate,Black,Male,SomeHS,74,0,NeverMarried,Retired
Republican,Conservative,White,Male,HighSchool,33,0,NeverMarried,FullTime
Republican,Moderate,White,Male,JrCol,67,3,Married,Retired
Republican,Liberal,Other,Female,HighSchool,42,4,Married,FullTime
Democrat,Moderate,White,Female,JrCol,86,2,Widowed,Retired
Independent,Liberal,White,Female,Bachelor,35,2,Married,StayAtHome
Republican,Conservative,White,Male,Bachelor,43,2,Separated,PartTime
Democrat,Liberal,Black,Female,HighSchool,19,0,NeverMarried,PartTime
Independent,Conservative,White,Female,Bachelor,86,2,Widowed,Retired
Democrat,Conservative,Black,Female,HighSchool,24,1,NeverMarried,FullTime
Democrat,Moderate,Black,Male,HighSchool,62,4,Separated,FullTime
Independent,Moderate,White,Female,HighSchool,58,2,Divorced,FullTime
Republican,Moderate,White,Male,SomeHS,81,3,Married,Retired
Republican,Conservative,White,Female,HighSchool,64,1,Married,Retired
Republican,Conservative,White,Female,HighSchool,47,8,Married,StayAtHome
Independent,Conservative,White,Male,JrCol,25,0,NeverMarried,FullTime
Republican,Conservative,Other,Female,SomeHS,61,8,Married,FullTime
Independent,Moderate,White,Female,HighSchool,47,4,Divorced,FullTime
Independent,Moderate,White,Female,HighSchool,38,2,Married,InSchool
Independent,Moderate,White,Female,SomeHS,23,0,NeverMarried,StayAtHome
Republican,Moderate,White,Male,Bachelor,46,2,Divorced,Unempl
Democrat,Conservative,White,Female,SomeHS,84,3,Widowed,Retired
Independent,Moderate,Other,Female,SomeHS,32,4,Married,StayAtHome
Independent,Moderate,White,Male,HighSchool,46,1,Divorced,UnemplLaidoff
Independent,Moderate,Other,Male,Graduate,48,2,Married,FullTime
Democrat,Moderate,Black,Male,HighSchool,47,1,Married,FullTime
Democrat,Moderate,Black,Male,HighSchool,32,1,Divorced,UnemplLaidoff
Independent,Liberal,Black,Female,HighSchool,37,2,Separated,FullTime
Independent,Moderate,Black,Male,Bachelor,72,2,Married,Retired
Independent,Liberal,Black,Female,HighSchool,21,0,NeverMarried,PartTime
Independent,Liberal,Black,Female,HighSchool,36,1,NeverMarried,FullTime
Independent,Liberal,Black,Female,HighSchool,48,1,Widowed,FullTime
Democrat,Liberal,Black,Male,Graduate,62,2,Married,FullTime
Democrat,Conservative,Black,Male,Graduate,40,0,NeverMarried,FullTime
Independent,Moderate,Black,Male,HighSchool,71,4,Married,Retired
Independent,Moderate,Black,Female,Bachelor,58,0,NeverMarried,UnemplLaidoff
Republican,Moderate,Other,Female,Graduate,34,4,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,26,0,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,33,4,Married,StayAtHome
Independent,Liberal,White,Male,Bachelor,36,0,NeverMarried,FullTime
Independent,Liberal,Other,Male,JrCol,37,2,Married,PartTime
Independent,Moderate,White,Male,HighSchool,52,3,Married,Retired
Democrat,Conservative,White,Female,SomeHS,61,3,Divorced,FullTime
Republican,Moderate,White,Female,HighSchool,63,2,Married,StayAtHome
Republican,Conservative,White,Female,HighSchool,74,2,Married,Retired
Democrat,Conservative,White,Female,HighSchool,70,3,Widowed,StayAtHome
Independent,Liberal,White,Female,HighSchool,38,2,Married,StayAtHome
Democrat,Moderate,Black,Male,HighSchool,32,2,Separated,FullTime
Independent,Liberal,Other,Male,Graduate,42,0,NeverMarried,FullTime
Democrat,Moderate,Black,Male,JrCol,41,5,Separated,FullTime
Democrat,Liberal,White,Male,Graduate,45,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Graduate,78,0,NeverMarried,Retired
Democrat,Moderate,Other,Female,HighSchool,54,2,Married,FullTime
Republican,Moderate,White,Female,HighSchool,66,2,Married,FullTime
Democrat,Conservative,White,Female,Bachelor,37,0,NeverMarried,FullTime
Independent,Moderate,White,Female,JrCol,53,2,Married,PartTime
Independent,Conservative,White,Female,Bachelor,78,1,Married,Retired
Republican,Conservative,Other,Female,Bachelor,38,0,Married,InSchool
Democrat,Moderate,Other,Female,HighSchool,64,2,Married,Retired
Independent,Liberal,White,Female,HighSchool,60,4,Married,StayAtHome
Independent,Moderate,White,Female,Bachelor,28,0,Married,FullTime
Democrat,Moderate,Black,Female,HighSchool,46,7,NeverMarried,StayAtHome
Democrat,Moderate,Other,Male,Graduate,38,2,Married,FullTime
Democrat,Conservative,White,Female,Graduate,55,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Bachelor,39,2,Married,FullTime
Independent,Liberal,White,Female,HighSchool,39,2,NeverMarried,Unempl
Republican,Conservative,White,Male,Graduate,44,2,Divorced,FullTime
Republican,Conservative,White,Female,Bachelor,60,2,Married,FullTime
Republican,Conservative,White,Female,JrCol,34,2,Married,PartTime
Independent,Moderate,White,Male,HighSchool,22,0,NeverMarried,PartTime
Republican,Moderate,White,Female,Graduate,42,2,Married,FullTime
Democrat,Liberal,Black,Male,HighSchool,25,0,NeverMarried,FullTime
Democrat,Moderate,Black,Male,Bachelor,50,2,Divorced,FullTime
Democrat,Moderate,Black,Male,HighSchool,24,0,NeverMarried,UnemplLaidoff
Democrat,Moderate,Black,Female,Bachelor,67,3,Divorced,Retired
Independent,Liberal,Black,Male,HighSchool,27,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,Graduate,65,1,Married,FullTime
Democrat,Liberal,Black,Male,HighSchool,26,0,NeverMarried,FullTime
Democrat,Liberal,Other,Male,HighSchool,43,2,NeverMarried,FullTime
Republican,Conservative,White,Female,Graduate,62,2,Separated,Retired
Democrat,Moderate,White,Male,JrCol,43,0,Divorced,FullTime
Democrat,Liberal,Other,Male,HighSchool,50,0,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,65,1,Married,Retired
Democrat,Moderate,White,Female,Graduate,40,1,Married,PartTime
Republican,Moderate,White,Female,HighSchool,45,2,Divorced,UnemplLaidoff
Independent,Liberal,White,Male,HighSchool,58,2,Separated,FullTime
Republican,Moderate,White,Female,Bachelor,56,2,Divorced,Retired
Democrat,Moderate,White,Male,HighSchool,61,2,Widowed,FullTime
Republican,Moderate,White,Female,HighSchool,28,2,Married,StayAtHome
Independent,Moderate,White,Female,HighSchool,64,2,Married,Retired
Democrat,Liberal,White,Male,JrCol,68,0,NeverMarried,Retired
Republican,Moderate,White,Female,HighSchool,35,1,NeverMarried,FullTime
Democrat,Liberal,White,Female,HighSchool,39,3,Divorced,FullTime
Independent,Liberal,White,Male,Graduate,46,1,NeverMarried,FullTime
Democrat,Moderate,Black,Male,Bachelor,50,0,Divorced,FullTime
Democrat,Liberal,Black,Female,HighSchool,19,0,NeverMarried,InSchool
Democrat,Moderate,Other,Male,SomeHS,60,3,Married,FullTime
Independent,Conservative,White,Female,JrCol,51,3,Married,Unempl
Independent,Conservative,White,Male,JrCol,70,2,Divorced,Retired
Independent,Conservative,White,Male,HighSchool,40,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,HighSchool,54,3,Married,FullTime
Republican,Conservative,White,Male,Bachelor,43,2,Married,FullTime
Republican,Liberal,White,Male,JrCol,33,0,NeverMarried,FullTime
Democrat,Moderate,White,Female,HighSchool,63,2,Married,Retired
Independent,Conservative,White,Female,HighSchool,60,2,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,57,2,Married,FullTime
Independent,Liberal,White,Male,Bachelor,29,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Graduate,57,1,Divorced,FullTime
Democrat,Liberal,White,Female,Graduate,48,1,Married,FullTime
Independent,Conservative,Other,Female,SomeHS,27,2,NeverMarried,StayAtHome
Republican,Moderate,White,Female,HighSchool,44,3,Married,FullTime
Republican,Moderate,White,Female,HighSchool,63,4,Divorced,FullTime
Independent,Conservative,White,Male,SomeHS,19,1,NeverMarried,InSchool
Democrat,Moderate,White,Male,HighSchool,83,8,Married,Retired
Republican,Conservative,White,Female,SomeHS,76,1,Widowed,StayAtHome
Independent,Liberal,Other,Male,SomeHS,21,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,JrCol,41,3,Married,FullTime
Independent,Moderate,White,Male,HighSchool,66,3,Married,FullTime
Independent,Moderate,White,Female,HighSchool,60,2,Widowed,FullTime
Democrat,Liberal,White,Male,Bachelor,25,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Bachelor,34,2,Married,PartTime
Independent,Conservative,White,Male,Bachelor,71,2,Married,Retired
Republican,Liberal,White,Male,HighSchool,56,3,Married,FullTime
Republican,Conservative,White,Female,Bachelor,48,3,Divorced,FullTime
Independent,Liberal,White,Male,Bachelor,27,0,NeverMarried,PartTime
Democrat,Liberal,White,Female,HighSchool,81,2,Widowed,Retired
Republican,Conservative,White,Male,Graduate,73,5,Married,PartTime
Democrat,Liberal,White,Female,Graduate,62,2,Married,FullTime
Republican,Conservative,White,Female,Bachelor,48,0,NeverMarried,FullTime
Independent,Liberal,White,Female,Graduate,52,0,Married,FullTime
Independent,Liberal,Other,Female,Bachelor,34,0,NeverMarried,FullTime
Independent,Moderate,White,Male,Graduate,27,0,Married,FullTime
Republican,Liberal,Other,Male,HighSchool,58,1,Separated,FullTime
Independent,Liberal,Other,Male,SomeHS,24,2,NeverMarried,FullTime
Republican,Moderate,White,Male,SomeHS,20,0,NeverMarried,FullTime
Republican,Conservative,Other,Male,HighSchool,68,0,Divorced,Retired
Independent,Liberal,White,Male,HighSchool,41,2,Married,FullTime
Independent,Liberal,White,Female,JrCol,24,0,NeverMarried,FullTime
Independent,Liberal,White,Male,HighSchool,47,1,Married,PartTime
Independent,Conservative,White,Male,HighSchool,40,2,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,47,3,Married,InSchool
Republican,Conservative,White,Male,Bachelor,27,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,Graduate,61,3,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,47,2,Divorced,FullTime
Independent,Liberal,White,Female,Bachelor,23,0,NeverMarried,InSchool
Democrat,Liberal,White,Female,Graduate,45,2,NeverMarried,FullTime
Democrat,Liberal,Other,Female,SomeHS,33,3,NeverMarried,StayAtHome
Democrat,Moderate,Other,Female,HighSchool,27,0,NeverMarried,FullTime
Democrat,Conservative,Black,Male,JrCol,18,0,NeverMarried,PartTime
Republican,Moderate,White,Male,HighSchool,61,3,Married,PartTime
Independent,Conservative,White,Male,JrCol,79,2,Widowed,Retired
Independent,Moderate,White,Female,HighSchool,36,3,Married,FullTime
Independent,Liberal,Other,Female,Bachelor,30,0,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,60,2,Married,Retired
Independent,Moderate,White,Female,HighSchool,46,2,Divorced,FullTime
Independent,Conservative,Other,Female,SomeHS,37,3,Separated,StayAtHome
Independent,Moderate,Other,Male,HighSchool,28,2,NeverMarried,FullTime
Democrat,Moderate,White,Female,HighSchool,47,2,Divorced,FullTime
Independent,Moderate,White,Female,SomeHS,34,3,Married,StayAtHome
Democrat,Liberal,White,Female,HighSchool,20,0,NeverMarried,PartTime
Independent,Moderate,Black,Female,SomeHS,63,1,Divorced,InSchool
Republican,Conservative,Other,Female,HighSchool,47,1,NeverMarried,UnemplLaidoff
Independent,Moderate,Other,Male,HighSchool,25,0,NeverMarried,InSchool
Independent,Moderate,Other,Male,SomeHS,21,0,NeverMarried,UnemplLaidoff
Independent,Liberal,White,Male,SomeHS,40,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,HighSchool,20,0,NeverMarried,FullTime
Democrat,Conservative,Other,Female,SomeHS,49,4,Married,FullTime
Democrat,Moderate,White,Male,SomeHS,50,2,Married,FullTime
Democrat,Moderate,White,Male,Bachelor,24,0,NeverMarried,PartTime
Republican,Liberal,White,Male,JrCol,69,2,Married,Retired
Democrat,Moderate,Other,Female,SomeHS,74,4,Widowed,Retired
Democrat,Liberal,White,Female,Bachelor,25,0,NeverMarried,UnemplLaidoff
Democrat,Moderate,Other,Female,JrCol,27,1,Married,FullTime
Independent,Conservative,White,Female,HighSchool,31,3,Separated,FullTime
Republican,Moderate,White,Female,SomeHS,69,2,Widowed,Retired
Independent,Liberal,Other,Female,HighSchool,20,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,HighSchool,30,0,NeverMarried,InSchool
Democrat,Liberal,White,Male,Graduate,50,0,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,69,0,Widowed,Retired
Democrat,Liberal,Black,Female,Graduate,46,0,NeverMarried,FullTime
Independent,Liberal,White,Male,HighSchool,26,1,NeverMarried,FullTime
Independent,Conservative,White,Female,HighSchool,27,1,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,40,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,56,3,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,37,5,Married,FullTime
Republican,Conservative,White,Male,HighSchool,50,0,NeverMarried,InSchool
Independent,Conservative,White,Female,Bachelor,37,0,Married,FullTime
Democrat,Liberal,White,Male,Graduate,53,0,Married,FullTime
Independent,Liberal,White,Male,Bachelor,51,0,NeverMarried,FullTime
Republican,Moderate,White,Male,HighSchool,43,0,NeverMarried,FullTime
Democrat,Moderate,White,Female,HighSchool,49,1,NeverMarried,FullTime
Republican,Conservative,Other,Female,Bachelor,55,2,Married,FullTime
